id,description,responses,Employee engagement index 2,My work ,Organisational objectives and purpose ,My manager ,My team ,Learning and development ,Inclusion and fair treatment ,Resources and workload ,Pay and benefits ,Leadership and managing change ,B01. I am interested in my work ,B02. I am sufficiently challenged by my work ,B03. My work gives me a sense of personal accomplishment ,B04. I feel involved in the decisions that affect my work ,B05. I have a choice in deciding how I do my work,B06. I have a clear understanding of [my organisation's] objectives ,B07. I understand how my work contributes to [my organisation's] objectives ,B08. My manager motivates me to be more effective in my job ,B09. My manager is considerate of my life outside work ,B10. My manager is open to my ideas ,B11. My manager helps me to understand how I contribute to [my organisation's] objectives ,"B12. Overall, I have confidence in the decisions made by my manager ",B13. My manager recognises when I have done my job well ,B14. I receive regular feedback on my performance ,B15. The feedback I receive helps me to improve my performance ,B16. I think that my performance is evaluated fairly ,B17. Poor performance is dealt with effectively in my team ,B18. The people in my team can be relied upon to help when things get difficult in my job ,B19. The people in my team work together to find ways to improve the service we provide ,B20. The people in my team are encouraged to come up with new and better ways of doing things ,B21. I am able to access the right learning and development opportunities when I need to ,B22. Learning and development activities I have completed in the past 12 months have helped to improve my performance ,B23. There are opportunities for me to develop my career in [my organisation] ,B24. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career ,B25. I am treated fairly at work ,B26. I am treated with respect by the people I work with ,B27. I feel valued for the work I do ,"B28. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc.)  ",B29. I get the information I need to do my job well ,B30. I have clear work objectives ,B31. I have the skills I need to do my job effectively ,B32. I have the tools I need to do my job effectively,B33. I have an acceptable workload,B34. I achieve a good balance between my work life and my private life,B35. I feel that my pay adequately reflects my performance ,B36. I am satisfied with the total benefits package ,B37. Compared to people doing a similar job in other organisations I feel my pay is reasonable ,B38. [Senior managers] in [my organisation] are sufficiently visible ,B39. I believe the actions of [senior managers] are consistent with [my organisation's] values ,B40. I believe that [the Executive Team has] a clear vision for the future of [my organisation] ,"B41. Overall, I have confidence in the decisions made by [my organisation's senior managers] ",B42. I feel that change is managed well in [my organisation] ,B43. When changes are made in [my organisation] they are usually for the better ,B44. [My organisation] keeps me informed about matters that affect me ,B45. I have the opportunity to contribute my views before decisions are made that affect me ,B46. I think it is safe to challenge the way things are done in [my organisation] ,B47. I am proud when I tell others I am part of [my organisation] ,B48. I would recommend [my organisation] as a great place to work ,B49. I feel a strong personal attachment to [my organisation] ,B50. [My organisation] inspires me to do the best in my job ,B51. [My organisation] motivates me to help it achieve its objectives,B52. I believe that [senior managers] in [my organisation] will take action on the results from this survey ,"B53. Where I work, I think effective action has been taken on the results of the last survey  ",B54. I am trusted to carry out my job effectively ,"B55. I believe I would be supported if I try a new idea, even if it may not work ","B56. In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",B57. I feel able to challenge inappropriate behaviour in the workplace,B58. My organisation is committed to creating a diverse and inclusive workplace,B59 [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement ,B60 My manager actively role models the behaviours set out in the Civil Service Leadership Statement,B61. I am aware of the Civil Service vision for 'A Brilliant Civil Service',B62. I understand how my work contributes to helping us become 'A Brilliant Civil Service',I want to leave [my organisation] as soon as possible ,I want to leave [my organisation] within the next 12 months ,I want to stay working for [my organisation] for at least the next year ,I want to stay working for [my organisation] for at least the next three years ,D01. Are you aware of the Civil Service Code? ,D02. Are you aware of how to raise a concern under the Civil Service Code? ,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? ,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied) ","W02. Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10) 
(0=not at all worthwhile, 10=completely worthwhile) ","W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy) ","W04. Overall, how anxious did you feel yesterday? (% 6-10) 
(0=not at all anxious, 10=completely anxious) ",E01. During the past 12 months have you personally experienced discrimination at work? ,E03. During the past 12 months have you personally experienced bullying or harassment at work? ,E05. Did you report the bullying and harassment you experienced?,"E06. In your opinion, has this issue been resolved?"
er_em,East Midlands,13195,0.57,0.72,0.79,0.69,0.8,0.53,0.75,0.7,0.29,0.41,0.88,0.8,0.75,0.53,0.66,0.78,0.8,0.7,0.81,0.79,0.66,0.73,0.78,0.69,0.64,0.66,0.43,0.85,0.82,0.74,0.62,0.53,0.51,0.45,0.78,0.85,0.63,0.74,0.66,0.76,0.85,0.64,0.62,0.69,0.28,0.33,0.26,0.52,0.47,0.43,0.39,0.3,0.29,0.52,0.32,0.4,0.55,0.46,0.49,0.45,0.43,0.39,0.35,0.88,0.67,0.65,0.65,0.75,0.43,0.66,0.51,0.44,0.09,0.11,0.25,0.55,0.88,0.69,0.65,0.63,0.7,0.61,0.32,0.14,0.13,0.42,0.21
er_ee,East of England,9672,0.56,0.73,0.77,0.67,0.79,0.51,0.74,0.69,0.29,0.38,0.88,0.8,0.75,0.53,0.67,0.75,0.78,0.67,0.8,0.78,0.62,0.71,0.76,0.66,0.6,0.64,0.4,0.83,0.8,0.72,0.61,0.51,0.49,0.45,0.78,0.84,0.63,0.72,0.65,0.75,0.85,0.63,0.6,0.68,0.28,0.32,0.25,0.46,0.44,0.4,0.36,0.28,0.26,0.49,0.31,0.39,0.54,0.43,0.49,0.43,0.4,0.36,0.33,0.88,0.66,0.62,0.66,0.73,0.4,0.62,0.48,0.4,0.09,0.11,0.23,0.57,0.88,0.69,0.62,0.63,0.69,0.62,0.3,0.14,0.13,0.42,0.2
er_lo,London,61439,0.62,0.77,0.82,0.7,0.81,0.57,0.78,0.71,0.29,0.48,0.9,0.8,0.77,0.61,0.76,0.81,0.83,0.72,0.84,0.82,0.66,0.76,0.8,0.67,0.65,0.67,0.41,0.85,0.82,0.76,0.64,0.55,0.57,0.51,0.81,0.85,0.7,0.76,0.7,0.74,0.87,0.69,0.6,0.67,0.3,0.31,0.25,0.63,0.56,0.45,0.5,0.36,0.34,0.6,0.4,0.48,0.64,0.57,0.51,0.51,0.49,0.52,0.4,0.88,0.71,0.66,0.66,0.75,0.52,0.69,0.59,0.46,0.09,0.18,0.37,0.36,0.92,0.65,0.69,0.66,0.71,0.63,0.33,0.12,0.12,0.39,0.19
er_ne,North East England,20358,0.56,0.7,0.82,0.71,0.83,0.56,0.76,0.71,0.31,0.44,0.85,0.8,0.73,0.51,0.62,0.81,0.83,0.71,0.82,0.79,0.7,0.74,0.79,0.72,0.66,0.68,0.47,0.88,0.85,0.77,0.66,0.53,0.57,0.47,0.78,0.86,0.63,0.76,0.66,0.76,0.83,0.65,0.65,0.72,0.29,0.37,0.28,0.55,0.49,0.45,0.42,0.35,0.32,0.55,0.35,0.44,0.51,0.48,0.47,0.46,0.45,0.43,0.39,0.88,0.67,0.69,0.67,0.76,0.47,0.68,0.6,0.53,0.1,0.1,0.21,0.59,0.92,0.74,0.7,0.64,0.7,0.61,0.32,0.14,0.12,0.4,0.23
er_nw,North West England,34164,0.57,0.71,0.81,0.7,0.82,0.54,0.76,0.71,0.3,0.42,0.86,0.79,0.73,0.52,0.64,0.8,0.83,0.71,0.82,0.79,0.68,0.74,0.79,0.7,0.65,0.67,0.45,0.87,0.84,0.76,0.64,0.53,0.54,0.45,0.79,0.86,0.64,0.75,0.67,0.76,0.85,0.64,0.64,0.71,0.29,0.34,0.27,0.53,0.47,0.43,0.4,0.33,0.3,0.54,0.34,0.42,0.51,0.48,0.46,0.45,0.44,0.41,0.37,0.88,0.66,0.67,0.65,0.75,0.44,0.67,0.55,0.49,0.1,0.11,0.22,0.57,0.91,0.71,0.67,0.64,0.7,0.61,0.33,0.14,0.12,0.38,0.21
er_se,South East England,24009,0.57,0.73,0.78,0.67,0.79,0.51,0.74,0.68,0.27,0.39,0.88,0.8,0.75,0.54,0.68,0.76,0.79,0.67,0.82,0.79,0.63,0.72,0.77,0.65,0.6,0.64,0.4,0.84,0.8,0.72,0.61,0.49,0.49,0.44,0.77,0.84,0.63,0.73,0.64,0.74,0.85,0.61,0.59,0.68,0.26,0.31,0.23,0.49,0.45,0.41,0.37,0.26,0.25,0.51,0.31,0.41,0.55,0.44,0.49,0.43,0.4,0.38,0.32,0.88,0.67,0.64,0.67,0.74,0.41,0.62,0.48,0.39,0.09,0.11,0.25,0.54,0.88,0.67,0.63,0.63,0.69,0.61,0.31,0.14,0.13,0.4,0.2
er_sw,South West England,31818,0.55,0.74,0.75,0.66,0.79,0.51,0.75,0.66,0.28,0.38,0.88,0.8,0.74,0.55,0.73,0.74,0.76,0.68,0.84,0.81,0.61,0.73,0.77,0.63,0.59,0.61,0.37,0.83,0.8,0.73,0.58,0.5,0.49,0.47,0.78,0.85,0.62,0.73,0.62,0.71,0.84,0.59,0.57,0.67,0.28,0.33,0.23,0.5,0.45,0.39,0.37,0.23,0.23,0.51,0.29,0.43,0.55,0.45,0.46,0.4,0.37,0.39,0.33,0.88,0.7,0.66,0.68,0.75,0.4,0.63,0.45,0.34,0.1,0.13,0.28,0.49,0.88,0.63,0.63,0.63,0.68,0.6,0.31,0.14,0.13,0.41,0.21
er_wm,West Midlands,17014,0.56,0.7,0.79,0.68,0.8,0.52,0.74,0.69,0.29,0.4,0.85,0.78,0.73,0.5,0.64,0.78,0.8,0.68,0.8,0.77,0.65,0.71,0.76,0.69,0.63,0.65,0.42,0.84,0.81,0.73,0.62,0.52,0.51,0.44,0.76,0.84,0.62,0.73,0.65,0.75,0.84,0.64,0.61,0.68,0.28,0.33,0.26,0.5,0.46,0.42,0.39,0.3,0.29,0.51,0.32,0.4,0.54,0.46,0.47,0.44,0.42,0.39,0.35,0.87,0.65,0.63,0.64,0.74,0.42,0.64,0.54,0.47,0.11,0.13,0.25,0.52,0.88,0.68,0.64,0.62,0.68,0.6,0.33,0.15,0.14,0.44,0.19
er_yh,Yorkshire and the Humber,18376,0.58,0.73,0.8,0.69,0.81,0.54,0.77,0.71,0.33,0.42,0.87,0.8,0.74,0.54,0.68,0.79,0.81,0.71,0.83,0.8,0.66,0.74,0.79,0.69,0.64,0.67,0.42,0.86,0.83,0.75,0.63,0.53,0.54,0.46,0.8,0.86,0.65,0.75,0.66,0.75,0.85,0.65,0.63,0.7,0.32,0.36,0.3,0.52,0.49,0.43,0.41,0.32,0.29,0.54,0.34,0.43,0.53,0.49,0.48,0.46,0.44,0.42,0.36,0.88,0.67,0.66,0.67,0.75,0.45,0.67,0.56,0.47,0.09,0.11,0.25,0.55,0.9,0.7,0.67,0.65,0.7,0.61,0.32,0.14,0.12,0.38,0.19
losj_lt1y,Less than 1 year,72675,0.65,0.77,0.83,0.73,0.84,0.63,0.83,0.74,0.39,0.52,0.91,0.82,0.78,0.61,0.75,0.82,0.84,0.77,0.86,0.84,0.71,0.81,0.82,0.7,0.69,0.7,0.43,0.88,0.85,0.79,0.69,0.6,0.66,0.57,0.87,0.9,0.75,0.82,0.71,0.75,0.84,0.71,0.68,0.74,0.4,0.43,0.35,0.65,0.6,0.5,0.55,0.38,0.38,0.64,0.42,0.52,0.69,0.65,0.52,0.57,0.55,0.52,0.34,0.91,0.75,0.73,0.71,0.81,0.55,0.73,0.55,0.46,0.05,0.11,0.32,0.51,0.87,0.61,0.72,0.69,0.73,0.64,0.32,0.1,0.1,0.42,0.26
losj_1_3y,1 year but less than 3 years,89541,0.6,0.74,0.82,0.71,0.82,0.58,0.78,0.71,0.32,0.45,0.88,0.8,0.75,0.57,0.71,0.81,0.83,0.72,0.84,0.82,0.67,0.76,0.8,0.69,0.66,0.68,0.44,0.86,0.83,0.77,0.64,0.57,0.57,0.53,0.81,0.86,0.66,0.77,0.68,0.76,0.87,0.67,0.61,0.69,0.31,0.36,0.27,0.58,0.52,0.44,0.45,0.33,0.33,0.57,0.37,0.47,0.6,0.55,0.5,0.48,0.46,0.45,0.41,0.89,0.71,0.69,0.68,0.77,0.48,0.68,0.56,0.46,0.09,0.14,0.28,0.49,0.9,0.67,0.68,0.65,0.7,0.62,0.32,0.13,0.12,0.41,0.23
losj_3_5y,3 years but less than 5 years,40862,0.56,0.73,0.8,0.68,0.8,0.51,0.73,0.7,0.26,0.4,0.87,0.79,0.74,0.54,0.69,0.79,0.81,0.68,0.82,0.79,0.64,0.72,0.77,0.67,0.62,0.65,0.43,0.84,0.81,0.74,0.61,0.5,0.49,0.44,0.76,0.83,0.61,0.73,0.66,0.76,0.87,0.64,0.6,0.67,0.25,0.31,0.23,0.52,0.46,0.41,0.38,0.3,0.28,0.52,0.33,0.41,0.53,0.46,0.49,0.43,0.41,0.41,0.39,0.88,0.67,0.63,0.65,0.73,0.43,0.65,0.53,0.44,0.1,0.14,0.26,0.5,0.91,0.71,0.65,0.63,0.69,0.61,0.32,0.15,0.13,0.4,0.17
losj_5_10y,5 years but less than 10 years,35530,0.54,0.72,0.78,0.67,0.79,0.47,0.72,0.69,0.25,0.37,0.87,0.79,0.74,0.52,0.67,0.77,0.79,0.67,0.81,0.78,0.62,0.7,0.76,0.67,0.6,0.63,0.41,0.84,0.8,0.72,0.59,0.46,0.44,0.39,0.74,0.82,0.6,0.71,0.65,0.75,0.87,0.62,0.59,0.67,0.24,0.29,0.21,0.48,0.43,0.4,0.35,0.28,0.25,0.49,0.31,0.38,0.49,0.42,0.47,0.4,0.38,0.39,0.38,0.87,0.65,0.6,0.62,0.71,0.39,0.62,0.51,0.43,0.11,0.13,0.24,0.52,0.91,0.73,0.64,0.63,0.69,0.61,0.32,0.16,0.13,0.38,0.16
losj_10yp,10 years or more,57898,0.52,0.68,0.76,0.64,0.77,0.44,0.69,0.68,0.22,0.34,0.85,0.78,0.71,0.46,0.59,0.74,0.77,0.64,0.77,0.74,0.61,0.67,0.75,0.66,0.58,0.61,0.41,0.83,0.79,0.69,0.58,0.43,0.41,0.35,0.72,0.81,0.57,0.67,0.62,0.74,0.84,0.6,0.59,0.66,0.21,0.26,0.19,0.44,0.4,0.37,0.31,0.27,0.22,0.46,0.28,0.34,0.45,0.37,0.46,0.38,0.35,0.34,0.33,0.85,0.6,0.57,0.6,0.68,0.36,0.58,0.48,0.42,0.13,0.11,0.2,0.56,0.9,0.72,0.61,0.62,0.68,0.6,0.33,0.16,0.14,0.39,0.16
loso_lt1y,Less than 1 year,31905,0.68,0.75,0.81,0.73,0.83,0.61,0.84,0.75,0.43,0.55,0.91,0.77,0.77,0.57,0.71,0.8,0.82,0.77,0.85,0.82,0.7,0.82,0.81,0.69,0.7,0.7,0.42,0.88,0.84,0.76,0.68,0.59,0.64,0.54,0.88,0.9,0.75,0.84,0.71,0.74,0.85,0.73,0.72,0.77,0.44,0.46,0.39,0.68,0.63,0.52,0.6,0.43,0.42,0.67,0.44,0.54,0.75,0.73,0.46,0.63,0.61,0.54,0.27,0.9,0.73,0.75,0.71,0.82,0.58,0.73,0.54,0.47,0.05,0.13,0.38,0.45,0.81,0.51,0.73,0.69,0.72,0.64,0.32,0.07,0.07,0.41,0.28
loso_1_3y,1 year but less than 3 years,43378,0.61,0.71,0.8,0.71,0.8,0.58,0.78,0.72,0.33,0.47,0.87,0.76,0.73,0.52,0.67,0.79,0.81,0.73,0.84,0.81,0.66,0.76,0.8,0.69,0.67,0.68,0.42,0.85,0.81,0.74,0.63,0.59,0.58,0.53,0.81,0.86,0.66,0.78,0.68,0.75,0.86,0.68,0.63,0.7,0.33,0.38,0.3,0.6,0.54,0.44,0.48,0.35,0.37,0.59,0.36,0.48,0.65,0.61,0.44,0.51,0.49,0.46,0.36,0.89,0.69,0.71,0.67,0.78,0.51,0.69,0.57,0.47,0.09,0.18,0.33,0.4,0.85,0.57,0.67,0.64,0.68,0.61,0.33,0.13,0.13,0.44,0.25
loso_3_5y,3 years but less than 5 years,24846,0.59,0.71,0.79,0.68,0.79,0.55,0.74,0.69,0.29,0.43,0.87,0.77,0.72,0.53,0.68,0.78,0.8,0.7,0.83,0.8,0.64,0.73,0.78,0.67,0.64,0.65,0.4,0.83,0.8,0.73,0.61,0.54,0.53,0.5,0.78,0.84,0.63,0.74,0.66,0.73,0.86,0.65,0.59,0.67,0.28,0.33,0.25,0.57,0.5,0.42,0.43,0.31,0.32,0.54,0.34,0.44,0.61,0.55,0.46,0.46,0.44,0.43,0.37,0.88,0.67,0.67,0.64,0.74,0.47,0.66,0.51,0.42,0.1,0.16,0.31,0.42,0.88,0.62,0.64,0.63,0.67,0.6,0.33,0.15,0.14,0.42,0.2
